time,Fp1,Fp2,C3,C4
26.003906,0.177050,0.905082,1.271000,1.374900
26.007813,0.383527,1.009521,1.172417,1.337175
26.011719,0.550545,1.154183,1.221622,1.129634
26.015625,0.636668,1.159260,1.254848,0.860883
26.019531,0.732128,0.962983,1.070259,0.802034
26.023438,0.794201,0.958986,0.939101,0.557262
26.027344,0.746734,0.829091,0.733675,0.539307
26.031250,0.772445,0.744036,0.689246,0.337886
26.035156,0.621900,0.769655,0.474536,0.238610
26.039063,0.679777,0.660135,0.546527,0.138888
26.042969,0.681919,0.507821,0.389010,0.251446
26.046875,0.572696,0.660430,0.369072,0.056633
26.050781,0.673492,0.560017,0.408245,0.023807
26.054688,0.460180,0.495780,0.325209,-0.000358
26.058594,0.479726,0.419005,0.151196,-0.039003
26.062500,0.516387,0.256463,0.171159,-0.086686
26.066406,0.396711,0.166172,-0.043302,-0.246055
26.070313,0.277306,0.045974,0.023563,-0.083996
26.074219,0.210850,0.034219,-0.148313,-0.127125
26.078125,-0.069564,-0.063020,-0.018255,-0.167402
26.082031,-0.050851,-0.085455,0.078744,0.002394
26.085938,0.054715,0.121664,0.110841,0.133926
26.089844,0.018968,0.101891,0.261080,0.365373
26.093750,0.043443,0.258051,0.419993,0.380187
26.097656,0.229586,0.305166,0.534785,0.447794
26.101563,0.272922,0.603700,0.642846,0.558576
26.105469,0.439061,0.659978,0.596143,0.481776
26.109375,0.614444,0.624821,0.662910,0.265915
26.113281,0.736854,0.691118,0.454957,0.184512
26.117188,0.688532,0.613403,0.495620,0.168329
26.121094,0.603999,0.538679,0.274552,0.063213
26.125000,0.521964,0.388312,0.108812,-0.018373
26.128906,0.462496,0.401629,0.186394,-0.194176
26.132813,0.391292,0.196471,0.027163,-0.205305
26.136719,0.366677,0.217724,-0.024962,-0.222214
26.140625,0.252514,0.268021,0.075432,-0.101156
26.144531,0.209593,0.237830,0.025211,-0.185723
26.148438,0.219244,0.173108,-0.012918,-0.190133
26.152344,0.207456,0.105933,0.023543,-0.123963
26.156250,0.257779,0.098617,0.107344,-0.095794
26.160156,0.365976,0.122554,-0.039742,-0.264209
26.164063,0.169166,0.160695,-0.040897,-0.272983
26.167969,0.139280,0.164863,-0.070761,-0.144678
26.171875,0.173714,-0.026455,-0.012083,-0.250943
26.175781,0.060748,-0.019287,-0.044968,-0.067024
26.179688,0.114127,0.044969,-0.038787,-0.024712
26.183594,0.171129,0.095992,0.027259,-0.023460
26.187500,0.148211,0.178797,0.215148,0.128089
26.191406,0.154003,0.358671,0.250267,0.167074
26.195313,0.336137,0.518139,0.470589,0.228644
26.199219,0.515103,0.658442,0.580450,0.188245
26.203125,0.697771,0.697985,0.547822,0.218591
26.207031,0.830045,0.727443,0.543568,0.069900
26.210938,1.002209,0.678259,0.466955,-0.124923
26.214844,1.030779,0.692654,0.170916,-0.175861
26.218750,0.916284,0.529877,0.120195,-0.443731
26.222656,0.946830,0.518092,-0.080949,-0.577107
26.226563,0.764381,0.183284,-0.227080,-0.810009
26.230469,0.611919,0.097006,-0.414579,-0.869100
26.234375,0.407326,0.010257,-0.535167,-1.081590
26.238281,0.244050,-0.284408,-0.670895,-1.033394
26.242188,0.279178,-0.346842,-0.763981,-0.950743
26.246094,0.120881,-0.334492,-0.747702,-1.067430
26.250000,-0.005781,-0.596625,-0.925193,-1.072742
26.253906,-0.080195,-0.488717,-0.978307,-1.007174
26.257813,-0.124270,-0.603061,-0.982180,-1.044821
26.261719,-0.261633,-0.828410,-1.033032,-1.010547
26.265625,-0.421941,-0.973920,-1.127648,-1.060892
26.269531,-0.527174,-0.932824,-1.183007,-0.935901
26.273438,-0.772245,-1.150928,-1.093486,-0.855947
26.277344,-0.835598,-1.026214,-1.064107,-0.865234
26.281250,-0.866832,-1.138829,-0.947299,-0.522067
26.285156,-0.889726,-1.011077,-0.840252,-0.397750
26.289063,-0.909511,-0.927164,-0.555800,-0.180940
26.292969,-0.874068,-0.698938,-0.378984,0.023631
26.296875,-0.665171,-0.539475,-0.302744,0.169115
26.300781,-0.507157,-0.291781,-0.012367,0.213028
26.304688,-0.479325,-0.177336,0.103283,0.249470
26.308594,-0.263990,-0.103684,0.007575,0.194743
26.312500,-0.144810,-0.148434,0.106988,0.162204
26.316406,-0.136444,-0.065550,-0.077366,0.087260
26.320313,-0.044940,0.008367,-0.182748,-0.005025
26.324219,-0.130446,-0.160624,-0.126171,-0.172468
26.328125,-0.039507,-0.123050,-0.210333,-0.152653
26.332031,-0.259488,-0.332915,-0.292815,-0.141205
26.335938,-0.229515,-0.302198,-0.299645,-0.318524
26.339844,-0.310890,-0.276977,-0.319175,-0.150961
26.343750,-0.215178,-0.418601,-0.217463,-0.193135
26.347656,-0.271127,-0.344002,-0.200426,-0.222151
26.351563,-0.324506,-0.416609,-0.217639,-0.118854
26.355469,-0.238302,-0.378306,-0.290693,-0.191328
26.359375,-0.388869,-0.411880,-0.307374,-0.130348
26.363281,-0.465777,-0.434592,-0.408074,-0.316376
26.367188,-0.478879,-0.595657,-0.434539,-0.318955
26.371094,-0.521689,-0.634633,-0.544147,-0.168738
26.375000,-0.505223,-0.670904,-0.431094,-0.130006
26.378906,-0.719025,-0.660850,-0.405125,-0.139892
26.382813,-0.627965,-0.570396,-0.244797,0.035451
26.386719,-0.609219,-0.536816,-0.129548,0.075213
26.390625,-0.550922,-0.284917,-0.030396,0.210083
26.394531,-0.578396,-0.312691,-0.008192,0.435172
26.398438,-0.418790,-0.190100,0.178729,0.436856
26.402344,-0.167717,-0.053359,0.286075,0.477436
26.406250,-0.100355,0.131847,0.245388,0.384384
26.410156,0.005786,0.069757,0.265289,0.298463
26.414063,0.065000,0.149938,0.069108,0.084148
26.417969,0.112438,0.057123,0.140651,0.057821
26.421875,-0.067008,-0.075252,-0.031288,-0.094217
26.425781,-0.196965,-0.079076,-0.236914,-0.107100
26.429688,-0.180372,-0.276430,-0.245765,-0.121456
26.433594,-0.398821,-0.473016,-0.270112,-0.199706
26.437500,-0.443154,-0.437441,-0.255010,-0.136064
26.441406,-0.582704,-0.436244,-0.281976,-0.176289
26.445313,-0.615366,-0.407711,-0.332033,-0.081805
26.449219,-0.660304,-0.513220,-0.252224,-0.015541
26.453125,-0.629691,-0.448143,-0.202573,0.029236
26.457031,-0.659261,-0.499483,-0.231769,0.145514
26.460938,-0.649556,-0.560476,-0.178147,0.059194
26.464844,-0.686039,-0.496431,-0.161185,0.147058
26.468750,-0.729625,-0.414532,-0.071604,0.244959
26.472656,-0.688321,-0.501925,-0.115373,0.448087
26.476563,-0.728472,-0.395615,0.132253,0.555719
26.480469,-0.725766,-0.375138,0.177134,0.725663
26.484375,-0.684997,-0.303765,0.456832,0.853735
26.488281,-0.625864,0.054495,0.651901,0.958610
26.492188,-0.370784,0.271703,0.762947,1.232793
26.496094,-0.215164,0.398845,1.062727,1.196429
26.500000,-0.028502,0.673932,1.099683,1.343321
26.503906,0.259029,0.928297,1.178408,1.347979
26.507813,0.474699,0.946768,1.205545,1.197070
26.511719,0.669800,1.077985,1.248280,1.081693
26.515625,0.816941,1.016028,1.197500,0.985015
26.519531,0.774509,0.982551,1.044420,0.829117
26.523438,0.745953,0.963885,0.845976,0.539713
26.527344,0.855831,0.876680,0.863952,0.558026
26.531250,0.724794,0.772115,0.569428,0.406142
26.535156,0.660452,0.616464,0.633520,0.368223
26.539063,0.681793,0.743712,0.426795,0.240171
26.542969,0.553235,0.565061,0.412754,0.265125
26.546875,0.638902,0.534225,0.431913,0.126760
26.550781,0.525201,0.557899,0.334442,0.108221
26.554688,0.488583,0.530885,0.243876,-0.069717
26.558594,0.442278,0.445443,0.151553,-0.096446
26.562500,0.486828,0.320782,0.080942,-0.082697
26.566406,0.396490,0.141102,0.110691,-0.212914
26.570313,0.237531,0.205780,-0.003155,-0.234022
26.574219,0.084621,0.120778,-0.112906,-0.213714
26.578125,-0.036813,-0.082571,-0.119384,-0.025932
26.582031,-0.067072,-0.078909,-0.021312,0.046213
26.585938,-0.008464,0.019914,0.066147,0.164647
26.589844,-0.047603,0.145754,0.271394,0.331804
26.593750,0.093575,0.264258,0.378665,0.328108
26.597656,0.297100,0.336322,0.480161,0.472468
26.601563,0.350915,0.598184,0.558288,0.472799
26.605469,0.488656,0.670299,0.519530,0.367023
26.609375,0.545660,0.756105,0.604972,0.319289
26.613281,0.646349,0.735161,0.548961,0.269065
26.617188,0.771873,0.686420,0.506019,0.026000
26.621094,0.679847,0.542936,0.392755,-0.070935
26.625000,0.522057,0.501647,0.149113,-0.012552
26.628906,0.561241,0.290512,0.014213,-0.118129
26.632813,0.400986,0.363754,0.068044,-0.133831
26.636719,0.291599,0.183605,0.090754,-0.225980
26.640625,0.252058,0.137917,0.045503,-0.100791
26.644531,0.303016,0.174170,-0.024166,-0.175133
26.648438,0.299786,0.149702,-0.027368,-0.068609
26.652344,0.388474,0.138360,0.003312,-0.184305
26.656250,0.266756,0.211551,0.064362,-0.120992
26.660156,0.268350,0.079044,-0.017262,-0.180083
26.664063,0.236244,0.212557,-0.086897,-0.221388
26.667969,0.268592,-0.007905,-0.069728,-0.220797
26.671875,0.093001,0.014722,-0.045345,-0.206051
26.675781,0.035067,-0.048297,-0.086745,-0.155756
26.679688,0.102009,-0.061198,-0.039595,-0.013530
26.683594,-0.024564,0.170929,0.146113,-0.038172
26.687500,0.097216,0.190035,0.234361,0.193498
26.691406,0.140671,0.265526,0.383419,0.159672
26.695313,0.449740,0.477003,0.340174,0.233491
26.699219,0.549143,0.569046,0.527716,0.332514
26.703125,0.674780,0.724558,0.607520,0.270590
26.707031,0.928395,0.684768,0.567522,0.007776
26.710938,0.959913,0.767948,0.401400,-0.156433
26.714844,0.888317,0.698971,0.239129,-0.164691
26.718750,0.993967,0.476344,0.150448,-0.488202
26.722656,0.859788,0.410193,-0.200619,-0.599207
26.726563,0.663859,0.188855,-0.261257,-0.879272
26.730469,0.691184,0.012592,-0.471736,-0.864119
26.734375,0.417989,-0.033444,-0.693602,-1.053216
26.738281,0.349750,-0.217785,-0.660585,-0.981176
26.742188,0.219881,-0.299389,-0.820459,-1.133488
26.746094,0.029887,-0.497430,-0.734834,-0.985248
26.750000,-0.097647,-0.506876,-0.795314,-1.093593
26.753906,-0.163086,-0.646458,-0.950329,-1.103391
26.757813,-0.105067,-0.697885,-0.991856,-0.996915
26.761719,-0.408030,-0.736298,-1.110364,-1.008107
26.765625,-0.406489,-0.950041,-1.089846,-1.063170
26.769531,-0.597946,-1.065196,-1.204817,-0.914608
26.773438,-0.775091,-1.108677,-1.072331,-0.903443
26.777344,-0.860598,-1.012077,-1.001017,-0.720875
26.781250,-0.990447,-1.041307,-0.910523,-0.525358
26.785156,-0.930220,-0.986774,-0.756132,-0.389306
26.789063,-0.855001,-0.907615,-0.569343,-0.123499
26.792969,-0.923993,-0.688234,-0.393431,-0.030061
26.796875,-0.793738,-0.574196,-0.223908,0.145868
26.800781,-0.592470,-0.272555,-0.011828,0.292544
26.804688,-0.448415,-0.156293,0.012918,0.198830
26.808594,-0.155790,-0.107467,0.004017,0.125548
26.812500,-0.036039,0.031769,0.071998,0.122952
26.816406,-0.064279,-0.001787,0.023862,0.129517
26.820313,-0.034490,-0.139910,-0.122582,0.016272
26.824219,-0.099175,-0.175060,-0.256095,-0.203675
26.828125,-0.052044,-0.295807,-0.192521,-0.137637
26.832031,-0.172742,-0.181862,-0.245122,-0.310606
26.835938,-0.253144,-0.328342,-0.382984,-0.238488
26.839844,-0.206205,-0.258961,-0.296062,-0.175561
26.843750,-0.301638,-0.432330,-0.360337,-0.147026
26.847656,-0.344944,-0.436730,-0.346366,-0.129350
26.851563,-0.358671,-0.385720,-0.391790,-0.215872
26.855469,-0.221899,-0.310504,-0.323601,-0.227689
26.859375,-0.289630,-0.427243,-0.301616,-0.169803
26.863281,-0.443344,-0.400063,-0.456941,-0.191337
26.867188,-0.442798,-0.584080,-0.413143,-0.271668
26.871094,-0.596824,-0.485741,-0.490714,-0.332874
26.875000,-0.544457,-0.613307,-0.358576,-0.282152
26.878906,-0.620215,-0.590527,-0.371719,-0.068223
26.882813,-0.714056,-0.506189,-0.350199,-0.055044
26.886719,-0.680567,-0.502629,-0.169806,0.069200
26.890625,-0.563635,-0.355948,-0.093324,0.339124
26.894531,-0.506702,-0.256810,0.177059,0.428913
26.898438,-0.453668,-0.069923,0.219777,0.522907
26.902344,-0.120969,-0.046389,0.350717,0.493209
26.906250,-0.075238,0.098679,0.344003,0.285176
26.910156,0.053906,0.085407,0.303487,0.320817
26.914063,0.134245,0.161842,0.139645,0.192844
26.917969,-0.012173,0.107324,0.131391,0.077991
26.921875,0.000413,-0.001036,0.000799,0.020341
26.925781,-0.165712,-0.178421,-0.273404,-0.157284
26.929688,-0.205405,-0.255462,-0.183493,-0.191087
26.933594,-0.316321,-0.449816,-0.304662,-0.155360
26.937500,-0.355330,-0.516331,-0.307357,-0.193484
26.941406,-0.539018,-0.384571,-0.371992,-0.127083
26.945313,-0.556208,-0.491712,-0.307164,-0.005605
26.949219,-0.529165,-0.462234,-0.209279,-0.066903
26.953125,-0.497600,-0.440604,-0.262761,-0.037269
26.957031,-0.575359,-0.478095,-0.204826,0.153183
26.960938,-0.548776,-0.400154,-0.277872,0.084782
26.964844,-0.736937,-0.413624,-0.201705,0.140822
26.968750,-0.796614,-0.417964,-0.052588,0.210698
26.972656,-0.701431,-0.415910,-0.068772,0.455554
26.976563,-0.827294,-0.442151,0.036314,0.469373
26.980469,-0.763845,-0.275336,0.274427,0.710264
26.984375,-0.664547,-0.159597,0.279564,0.796358
26.988281,-0.647447,-0.010865,0.522656,0.996437
26.992188,-0.500508,0.169649,0.820628,1.137084
26.996094,-0.279332,0.510786,1.049471,1.294176
27.000000,0.049737,0.605652,1.064058,1.248364
27.003906,0.301479,0.809532,1.315501,1.232137
27.007813,0.413800,0.952214,1.251645,1.217768
27.011719,0.617276,1.032847,1.177230,1.191592
27.015625,0.763991,1.119083,1.159531,0.889073
27.019531,0.750190,1.027154,0.985223,0.788785
27.023438,0.825338,0.926357,0.831818,0.699094
27.027344,0.777145,0.872603,0.782450,0.534574
27.031250,0.746527,0.859216,0.759081,0.282757
27.035156,0.772518,0.762573,0.561132,0.235769
27.039063,0.726207,0.745430,0.587872,0.242636
27.042969,0.599937,0.585034,0.466371,0.195213
27.046875,0.577380,0.524784,0.371427,0.095333
27.050781,0.491412,0.623438,0.352300,0.045566
27.054688,0.587424,0.422503,0.277582,0.110044
27.058594,0.413500,0.434807,0.217176,-0.068579
27.062500,0.379303,0.244177,0.168556,-0.016540
27.066406,0.438327,0.233782,0.019716,-0.235001
27.070313,0.196105,0.016126,-0.105708,-0.256158
27.074219,0.063265,-0.067974,-0.137380,-0.102668
27.078125,0.099208,-0.052580,-0.041949,-0.145494
27.082031,-0.019134,-0.111098,-0.020944,-0.049267
27.085938,0.030128,-0.047573,0.139204,0.202646
27.089844,0.046537,0.171819,0.208845,0.386026
27.093750,0.025285,0.241250,0.409333,0.462768
27.097656,0.266528,0.339190,0.536185,0.410041
27.101563,0.381083,0.490499,0.643138,0.545563
27.105469,0.526885,0.682628,0.543065,0.537562
27.109375,0.699786,0.652871,0.690324,0.364155
27.113281,0.731148,0.707517,0.570246,0.342726
27.117188,0.615197,0.564369,0.437810,0.029004
27.121094,0.760906,0.548976,0.276865,-0.043191
27.125000,0.589966,0.366234,0.156728,-0.057088
27.128906,0.532068,0.364643,0.149428,-0.210175
27.132813,0.533489,0.173168,0.066883,-0.251930
27.136719,0.345204,0.229155,-0.046003,-0.287725
27.140625,0.258099,0.173929,0.007394,-0.210541
27.144531,0.251183,0.126848,0.009677,-0.196235
27.148438,0.374532,0.112153,0.019965,-0.186156
27.152344,0.329452,0.266115,0.110054,-0.194230
27.156250,0.238165,0.172043,0.054163,-0.121449
27.160156,0.235792,0.058306,-0.090377,-0.186102
27.164063,0.195928,0.019338,-0.039865,-0.269273
27.167969,0.285907,0.141010,-0.174474,-0.253201
27.171875,0.184106,-0.064005,-0.025394,-0.110976
27.175781,0.041604,0.036095,0.003952,-0.227254
27.179688,0.007351,-0.014732,0.046585,-0.073238
27.183594,0.019594,0.139427,0.159437,0.089254
27.187500,0.211926,0.216740,0.278090,0.128002
27.191406,0.301616,0.398922,0.306376,0.176661
27.195313,0.415387,0.399043,0.520938,0.309045
27.199219,0.622331,0.590014,0.438984,0.297408
27.203125,0.779611,0.622758,0.606400,0.180176
27.207031,0.859259,0.754816,0.458667,0.156962
27.210938,0.851181,0.702475,0.441399,0.026607
27.214844,0.886610,0.621870,0.171157,-0.324446
27.218750,0.894441,0.544633,0.048003,-0.396090
27.222656,0.927833,0.336124,-0.037739,-0.672344
27.226563,0.782744,0.187346,-0.248364,-0.758213
27.230469,0.657800,0.007351,-0.530439,-0.835600
27.234375,0.495033,-0.029406,-0.668213,-1.066232
27.238281,0.399211,-0.319756,-0.748036,-1.117990
27.242188,0.186353,-0.280753,-0.690260,-0.975205
27.246094,0.191728,-0.438207,-0.846439,-1.059501
27.250000,-0.000632,-0.406365,-0.912155,-1.027304
27.253906,-0.052988,-0.684277,-0.852694,-1.137369
27.257813,-0.101462,-0.643554,-0.949889,-1.163748
27.261719,-0.276274,-0.786630,-1.069133,-1.062234
27.265625,-0.438402,-0.908553,-1.045426,-1.005547
27.269531,-0.621313,-1.025303,-1.130323,-0.936126
27.273438,-0.687033,-1.153090,-1.215593,-0.880462
27.277344,-0.813130,-1.039190,-0.989966,-0.768017
27.281250,-0.930577,-1.063598,-0.998298,-0.612824
27.285156,-1.065945,-0.915949,-0.871335,-0.404984
27.289063,-0.869875,-0.881227,-0.648434,-0.155625
27.292969,-0.749675,-0.682529,-0.403338,-0.046223
27.296875,-0.695028,-0.466321,-0.185288,0.195578
27.300781,-0.619634,-0.367493,0.013713,0.170313
27.304688,-0.475991,-0.280279,0.082046,0.254142
27.308594,-0.212006,-0.127187,-0.002196,0.202526
27.312500,-0.111051,-0.065904,0.078146,0.189697
27.316406,-0.113539,0.005351,-0.074217,0.005740
27.320313,-0.093176,-0.042574,-0.061369,0.018064
27.324219,-0.017335,-0.230341,-0.176016,-0.089044
27.328125,-0.194794,-0.250323,-0.192580,-0.254837
27.332031,-0.121445,-0.223523,-0.249456,-0.139228
27.335938,-0.326068,-0.346888,-0.307517,-0.296732
27.339844,-0.312956,-0.437714,-0.330915,-0.309177
27.343750,-0.392680,-0.399628,-0.261285,-0.242645
27.347656,-0.400865,-0.377308,-0.221492,-0.130213
27.351563,-0.221546,-0.439182,-0.325338,-0.256923
27.355469,-0.296140,-0.447791,-0.394347,-0.103860
27.359375,-0.420897,-0.415784,-0.289964,-0.195903
27.363281,-0.310210,-0.411688,-0.320239,-0.238635
27.367188,-0.354240,-0.458448,-0.429137,-0.336575
27.371094,-0.529174,-0.484050,-0.536972,-0.182770
27.375000,-0.665768,-0.567983,-0.388024,-0.115778
27.378906,-0.705186,-0.582491,-0.456949,-0.033101
27.382813,-0.746160,-0.640748,-0.381224,-0.012333
27.386719,-0.637166,-0.545419,-0.164518,0.133670
27.390625,-0.672774,-0.290637,0.032790,0.288726
27.394531,-0.412118,-0.289855,-0.009729,0.371995
27.398438,-0.279835,-0.113711,0.173620,0.457732
27.402344,-0.242384,0.084215,0.243505,0.527440
27.406250,-0.049306,0.037158,0.210602,0.295955
27.410156,-0.036548,0.231194,0.260162,0.343606
27.414063,0.137319,0.158094,0.142001,0.146691
27.417969,0.078417,0.066247,0.135300,0.066934
27.421875,-0.120797,-0.066053,-0.023835,-0.064296
27.425781,-0.128759,-0.189558,-0.169277,-0.190240
27.429688,-0.152827,-0.314542,-0.316270,-0.122169
27.433594,-0.384471,-0.425094,-0.297274,-0.245138
27.437500,-0.530671,-0.431467,-0.393894,-0.135699
27.441406,-0.581691,-0.508550,-0.258975,-0.122599
27.445313,-0.558483,-0.413091,-0.235094,-0.119720
27.449219,-0.537183,-0.406830,-0.352607,-0.052622
27.453125,-0.497937,-0.563746,-0.300269,-0.036409
27.457031,-0.675802,-0.463261,-0.304343,0.019199
27.460938,-0.554670,-0.405265,-0.137593,0.048804
27.464844,-0.619327,-0.581655,-0.148994,0.198451
27.468750,-0.653684,-0.442044,-0.177933,0.217233
27.472656,-0.819685,-0.512440,-0.085895,0.451410
27.476563,-0.777028,-0.436779,0.090997,0.498022
27.480469,-0.732816,-0.396576,0.250905,0.569928
27.484375,-0.636361,-0.239257,0.398371,0.854365
27.488281,-0.685300,-0.100034,0.485049,1.094126
27.492188,-0.515916,0.169791,0.822356,1.276739
27.496094,-0.159153,0.407669,0.975919,1.340489
27.500000,0.025676,0.710221,1.127713,1.310609
27.503906,0.153497,0.757551,1.140910,1.319555
27.507813,0.422411,0.963584,1.287830,1.322223
27.511719,0.555741,1.133328,1.308190,1.095132
27.515625,0.651266,1.080271,1.238471,1.031329
27.519531,0.697242,1.037033,1.138194,0.716691
27.523438,0.835526,0.962555,0.834271,0.681509
27.527344,0.711380,0.842239,0.754388,0.441839
27.531250,0.638067,0.772040,0.647354,0.400884
27.535156,0.627333,0.780705,0.506736,0.334587
27.539063,0.674381,0.598784,0.475545,0.188916
27.542969,0.522445,0.657208,0.503901,0.258672
27.546875,0.499913,0.595220,0.355240,0.098169
27.550781,0.589439,0.592176,0.434652,0.006135
27.554688,0.524573,0.464398,0.318943,0.112113
27.558594,0.578170,0.412467,0.215190,-0.001181
27.562500,0.377968,0.404345,0.180053,-0.161423
27.566406,0.363099,0.110944,-0.055092,-0.124372
27.570313,0.279234,0.018661,0.063781,-0.181298
27.574219,0.143775,0.094481,-0.000870,-0.121768
27.578125,0.123125,-0.011211,0.041562,-0.009740
27.582031,-0.109766,0.024076,0.100970,-0.039818
27.585938,-0.054910,0.088616,0.019696,0.162285
27.589844,-0.008198,0.164467,0.158705,0.299507
27.593750,0.033440,0.312436,0.283722,0.299757
27.597656,0.180906,0.330434,0.523850,0.522600
27.601563,0.379867,0.477057,0.532370,0.463725
27.605469,0.445222,0.629018,0.686491,0.354435
27.609375,0.539906,0.657529,0.556712,0.355732
27.613281,0.639567,0.756778,0.564197,0.286664
27.617188,0.645612,0.621007,0.383894,0.138387
27.621094,0.641987,0.595314,0.324839,-0.065894
27.625000,0.621148,0.467236,0.223886,-0.145760
27.628906,0.512693,0.339861,0.106238,-0.255819
27.632813,0.491769,0.343301,0.123767,-0.131491
27.636719,0.406365,0.134138,-0.053092,-0.289008
27.640625,0.237748,0.249847,0.026431,-0.099900
27.644531,0.246222,0.088096,0.009681,-0.253203
27.648438,0.248294,0.153211,0.000564,-0.136453
27.652344,0.221018,0.113653,0.020712,-0.113724
27.656250,0.276369,0.234098,-0.037727,-0.177429
27.660156,0.202702,0.214356,0.050864,-0.136118
27.664063,0.347186,0.080930,-0.045038,-0.272824
27.667969,0.183631,-0.011365,-0.119276,-0.199625
27.671875,0.067080,0.117131,-0.129725,-0.284896
27.675781,0.031954,-0.087750,-0.006498,-0.187994
27.679688,0.051672,0.117488,0.025942,0.006151
27.683594,0.013180,0.029839,0.125740,0.058112
27.687500,0.082708,0.260856,0.214803,0.094001
27.691406,0.181878,0.220586,0.246200,0.176783
27.695313,0.388908,0.556517,0.387647,0.380229
27.699219,0.506290,0.677850,0.473202,0.202762
27.703125,0.691616,0.786538,0.484707,0.158611
27.707031,0.841196,0.666504,0.523727,0.140646
27.710938,0.888216,0.761450,0.326043,-0.163697
27.714844,1.042166,0.779960,0.316881,-0.277075
27.718750,0.847622,0.579492,0.117742,-0.545323
27.722656,0.830754,0.340986,-0.157382,-0.701820
27.726563,0.793424,0.252554,-0.352502,-0.885130
27.730469,0.674829,-0.021591,-0.575165,-0.873752
27.734375,0.475074,-0.019451,-0.526536,-0.937878
27.738281,0.390460,-0.229340,-0.669814,-1.090002
27.742188,0.138730,-0.365190,-0.777793,-0.975363
27.746094,0.001463,-0.442820,-0.807866,-0.971473
27.750000,-0.097664,-0.480653,-0.938985,-1.013423
27.753906,-0.099227,-0.591786,-0.995362,-1.146929
27.757813,-0.176109,-0.597130,-0.952013,-1.148892
27.761719,-0.407250,-0.802831,-1.045216,-1.158856
27.765625,-0.430135,-0.886298,-1.106879,-1.130729
27.769531,-0.681568,-0.964799,-1.106966,-0.997917
27.773438,-0.664432,-1.004768,-1.158228,-0.932946
27.777344,-0.961713,-1.144228,-1.053944,-0.767531
27.781250,-0.994657,-1.181857,-1.023960,-0.569216
27.785156,-1.061261,-1.106739,-0.713902,-0.342683
27.789063,-0.855894,-0.968251,-0.645000,-0.263451
27.792969,-0.826479,-0.812560,-0.411864,0.001495
27.796875,-0.711274,-0.617887,-0.164110,0.032484
27.800781,-0.628095,-0.422462,-0.123656,0.304997
27.804688,-0.448412,-0.243461,-0.022304,0.310872
27.808594,-0.330595,-0.022262,0.115946,0.114581
27.812500,-0.118898,-0.001542,-0.022569,0.172737
27.816406,0.014199,-0.027500,0.004606,0.073981
27.820313,-0.133303,-0.105929,-0.033045,-0.111699
27.824219,0.006193,-0.129989,-0.116183,-0.169022
27.828125,-0.164170,-0.250605,-0.155198,-0.256291
27.832031,-0.116979,-0.204604,-0.385303,-0.256872
27.835938,-0.182816,-0.327808,-0.280049,-0.334237
27.839844,-0.187553,-0.295638,-0.231918,-0.201617
27.843750,-0.301820,-0.399081,-0.389067,-0.223610
27.847656,-0.326307,-0.322336,-0.389268,-0.128589
27.851563,-0.243997,-0.423978,-0.355069,-0.245583
27.855469,-0.207205,-0.366257,-0.310989,-0.294231
27.859375,-0.359325,-0.420716,-0.414603,-0.260965
27.863281,-0.298244,-0.378836,-0.297535,-0.177720
27.867188,-0.402179,-0.407877,-0.450631,-0.362922
27.871094,-0.503137,-0.562125,-0.545729,-0.204746
27.875000,-0.627113,-0.691232,-0.505905,-0.236927
27.878906,-0.729700,-0.637179,-0.376723,-0.172020
27.882813,-0.665477,-0.643527,-0.353990,0.037244
27.886719,-0.697574,-0.518267,-0.125931,0.157137
27.890625,-0.583184,-0.403348,-0.032210,0.214567
27.894531,-0.447533,-0.314551,0.152954,0.442542
27.898438,-0.412240,-0.123976,0.149658,0.432066
27.902344,-0.311694,0.117711,0.167652,0.506607
27.906250,-0.082794,0.089278,0.337946,0.334885
27.910156,-0.081474,0.057118,0.206087,0.345982
27.914063,0.107262,0.046585,0.158878,0.194613
27.917969,0.016931,0.089823,-0.016176,0.083379
27.921875,0.028557,-0.083512,0.003902,-0.040805
27.925781,-0.030446,-0.145069,-0.113634,-0.097857
27.929688,-0.273761,-0.216614,-0.204720,-0.182878
27.933594,-0.312554,-0.352092,-0.265600,-0.146312
27.937500,-0.511519,-0.516165,-0.364388,-0.184898
27.941406,-0.407284,-0.533645,-0.291217,-0.183936
27.945313,-0.600570,-0.556842,-0.393613,-0.082328
27.949219,-0.553746,-0.545869,-0.229298,0.076629
27.953125,-0.500931,-0.470147,-0.205520,0.141649
27.957031,-0.671578,-0.529183,-0.169928,0.163854
27.960938,-0.739242,-0.418616,-0.166368,0.133582
27.964844,-0.766753,-0.406089,-0.076649,0.262771
27.968750,-0.657090,-0.559904,-0.185567,0.340921
27.972656,-0.848189,-0.555126,-0.009137,0.394518
27.976563,-0.801633,-0.519347,-0.059626,0.594045
27.980469,-0.702406,-0.352935,0.122627,0.741600
27.984375,-0.769756,-0.213299,0.432806,0.824575
27.988281,-0.584670,0.048916,0.543353,1.067964
27.992188,-0.472491,0.238668,0.726151,1.246316
27.996094,-0.152160,0.333010,1.019887,1.313333
28.000000,-0.025029,0.597820,1.098073,1.279630
28.003906,0.213545,0.803601,1.202610,1.359348
28.007813,0.438157,0.965624,1.282812,1.172300
28.011719,0.598303,1.072472,1.173913,1.115630
28.015625,0.766504,1.019549,1.231616,0.883406
28.019531,0.813990,0.979319,0.952949,0.687577
